"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
8,"Primecoin","XPM","$ 834,009","$ 0.365102","2,284,320","Low Vol","0.02 %","4.13 %","15.27 %",2013-09-29," $ 1,801,705,443 "
9,"Terracoin","TRC","$ 676,620","$ 0.176658","3,830,119","Low Vol","0.19 %","3.25 %","5.08 %",2013-09-29," $ 1,801,705,443 "
10,"Ixcoin","IXC","$ 323,844","$ 0.020720","15,629,635
                    
                    
                        *","Low Vol","0.25 %","80.58 %","86.42 %",2013-09-29," $ 1,801,705,443 "
1,"Bitcoin","BTC","$ 1,511,760,560","$ 128.11","11,800,527","Low Vol","-0.07 %","-0.63 %","-7.25 %",2013-10-06," $ 1,659,752,178 "
2,"Ripple","XRP","$ 79,847,343","$ 0.010213","7,817,889,792
                    
                    
                        *","Low Vol","0.72 %","10.38 %","-27.45 %",2013-10-06," $ 1,659,752,178 "
3,"Litecoin","LTC","$ 47,301,939","$ 2.17","21,844,957","Low Vol","-0.00 %","-0.46 %","-7.20 %",2013-10-06," $ 1,659,752,178 "
4,"Peercoin","PPC","$ 9,562,701","$ 0.466379","20,504,163","Low Vol","-0.62 %","5.31 %","82.82 %",2013-10-06," $ 1,659,752,178 "
5,"Namecoin","NMC","$ 3,828,630","$ 0.554784","6,901,120","Low Vol","-0.08 %","0.70 %","8.63 %",2013-10-06," $ 1,659,752,178 "
6,"Feathercoin","FTC","$ 2,074,046","$ 0.113298","18,306,103","Low Vol","-0.13 %","1.01 %","0.92 %",2013-10-06," $ 1,659,752,178 "
7,"Novacoin","NVC","$ 1,681,759","$ 4.01","419,849","Low Vol","-0.09 %","-0.74 %","2.75 %",2013-10-06," $ 1,659,752,178 "
8,"Primecoin","XPM","$ 778,900","$ 0.325350","2,394,034","Low Vol","0.04 %","5.38 %","-10.89 %",2013-10-06," $ 1,659,752,178 "
9,"Terracoin","TRC","$ 625,240","$ 0.161018","3,883,046","Low Vol","-0.27 %","-0.55 %","-8.85 %",2013-10-06," $ 1,659,752,178 "
10,"Crypto Bullion","CBX","$ 257,362","$ 0.307087","838,076","Low Vol","0.68 %","-2.23 %","-7.08 %",2013-10-06," $ 1,659,752,178 "
1,"Bitcoin","BTC","$ 1,599,616,588","$ 135.19","11,832,335","Low Vol","0.01 %","2.10 %","5.53 %",2013-10-13," $ 1,739,052,073 "
2,"Ripple","XRP","$ 70,683,531","$ 0.009041","7,817,889,792
                    
                    
                        *","Low Vol","-0.39 %","4.43 %","-11.48 %",2013-10-13," $ 1,739,052,073 "
3,"Litecoin","LTC","$ 47,330,999","$ 2.15","22,041,314","Low Vol","0.12 %","2.79 %","-0.83 %",2013-10-13," $ 1,739,052,073 "
4,"Peercoin","PPC","$ 8,265,611","$ 0.402387","20,541,434","Low Vol","-0.09 %","0.80 %","-13.72 %",2013-10-13," $ 1,739,052,073 "
5,"Namecoin","NMC","$ 4,268,288","$ 0.612279","6,971,145","Low Vol","-0.04 %","2.62 %","10.36 %",2013-10-13," $ 1,739,052,073 "
6,"Feathercoin","FTC","$ 1,975,762","$ 0.103421","19,104,096","Low Vol","-0.17 %","-1.25 %","-8.72 %",2013-10-13," $ 1,739,052,073 "
7,"Novacoin","NVC","$ 1,913,499","$ 4.30","444,840","Low Vol","-0.02 %","1.67 %","7.39 %",2013-10-13," $ 1,739,052,073 "
8,"Primecoin","XPM","$ 1,583,259","$ 0.631619","2,506,668","Low Vol","-0.38 %","29.91 %","94.13 %",2013-10-13," $ 1,739,052,073 "
9,"Terracoin","TRC","$ 666,013","$ 0.167449","3,977,418","Low Vol","-0.11 %","0.08 %","3.99 %",2013-10-13," $ 1,739,052,073 "
10,"WorldCoin","WDC","$ 521,551","$ 0.020549","25,381,211","Low Vol","-0.56 %","-3.40 %","194.94 %",2013-10-13," $ 1,739,052,073 "
1,"Bitcoin","BTC","$ 2,040,498,696","$ 171.90","11,870,002","Low Vol","0.02 %","5.55 %","27.16 %",2013-10-20," $ 2,156,966,857 "
2,"Ripple","XRP","$ 55,827,904","$ 0.007141","7,817,889,792
                    
                    
                        *","Low Vol","0.03 %","-6.06 %","-21.02 %",2013-10-20," $ 2,156,966,857 "
3,"Litecoin","LTC","$ 42,614,718","$ 1.92","22,249,478","Low Vol","0.16 %","0.90 %","-10.81 %",2013-10-20," $ 2,156,966,857 "
4,"Peercoin","PPC","$ 6,394,024","$ 0.310611","20,585,312","Low Vol","0.39 %","1.72 %","-22.81 %",2013-10-20," $ 2,156,966,857 "
5,"Namecoin","NMC","$ 3,271,742","$ 0.463846","7,053,509","Low Vol","0.01 %","-1.20 %","-24.24 %",2013-10-20," $ 2,156,966,857 "
6,"Novacoin","NVC","$ 2,036,374","$ 4.48","455,036","Low Vol","-0.43 %","2.23 %","4.04 %",2013-10-20," $ 2,156,966,857 "
7,"Primecoin","XPM","$ 1,922,678","$ 0.731929","2,626,864","Low Vol","0.27 %","-1.72 %","15.88 %",2013-10-20," $ 2,156,966,857 "
8,"Feathercoin","FTC","$ 1,428,449","$ 0.071867","19,876,185","Low Vol","0.47 %","-13.13 %","-30.51 %",2013-10-20," $ 2,156,966,857 "
9,"WorldCoin","WDC","$ 485,384","$ 0.018301","26,521,961","Low Vol","-0.01 %","?","-10.94 %",2013-10-20," $ 2,156,966,857 "
10,"Terracoin","TRC","$ 439,804","$ 0.109152","4,029,263","Low Vol","-0.06 %","12.12 %","-34.81 %",2013-10-20," $ 2,156,966,857 "
1,"Bitcoin","BTC","$ 2,157,361,908","$ 181.17","11,907,682","Low Vol","0.24 %","-0.85 %","5.39 %",2013-10-27," $ 2,276,740,215 "
2,"Ripple","XRP","$ 51,166,738","$ 0.006545","7,817,889,792
                    
                    
                        *","Low Vol","0.71 %","1.38 %","-8.35 %",2013-10-27," $ 2,276,740,215 "
3,"Litecoin","LTC","$ 49,875,970","$ 2.22","22,454,163","Low Vol","0.08 %","-0.12 %","15.97 %",2013-10-27," $ 2,276,740,215 "
4,"Peercoin","PPC","$ 7,156,363","$ 0.347094","20,617,934","Low Vol","1.36 %","6.35 %","11.75 %",2013-10-27," $ 2,276,740,215 "
5,"Namecoin","NMC","$ 3,117,286","$ 0.438761","7,104,750","Low Vol","0.23 %","0.90 %","-5.41 %",2013-10-27," $ 2,276,740,215 "
6,"Novacoin","NVC","$ 1,894,549","$ 4.11","461,055","Low Vol","0.23 %","3.89 %","-8.18 %",2013-10-27," $ 2,276,740,215 "
7,"Primecoin","XPM","$ 1,826,334","$ 0.668072","2,733,740","Low Vol","-0.25 %","-8.48 %","-8.72 %",2013-10-27," $ 2,276,740,215 "
8,"Feathercoin","FTC","$ 1,619,641","$ 0.078376","20,665,004","Low Vol","-0.05 %","1.50 %","9.06 %",2013-10-27," $ 2,276,740,215 "
9,"Terracoin","TRC","$ 425,824","$ 0.104155","4,088,377","Low Vol","0.82 %","-0.52 %","-4.58 %",2013-10-27," $ 2,276,740,215 "
10,"WorldCoin","WDC","$ 390,676","$ 0.014129","27,650,529","Low Vol","-0.09 %","1.03 %","-22.80 %",2013-10-27," $ 2,276,740,215 "
1,"Bitcoin","BTC","$ 2,455,895,748","$ 205.67","11,941,033","Low Vol","-0.06 %","1.24 %","13.52 %",2013-11-03," $ 2,593,828,490 "
2,"Litecoin","LTC","$ 63,525,628","$ 2.80","22,649,097","Low Vol","0.97 %","16.43 %","26.27 %",2013-11-03," $ 2,593,828,490 "
3,"Ripple","XRP","$ 53,276,014","$ 0.006815","7,817,889,792
                    
                    
                        *","Low Vol","-0.04 %","8.20 %","4.12 %",2013-11-03," $ 2,593,828,490 "
4,"Peercoin","PPC","$ 7,986,425","$ 0.386401","20,668,766","Low Vol","-0.13 %","-0.87 %","11.32 %",2013-11-03," $ 2,593,828,490 "
5,"Namecoin","NMC","$ 3,867,805","$ 0.537681","7,193,501","Low Vol","0.39 %","13.70 %","22.55 %",2013-11-03," $ 2,593,828,490 "
6,"Primecoin","XPM","$ 1,978,988","$ 0.693273","2,854,557","Low Vol","-0.01 %","-1.84 %","3.77 %",2013-11-03," $ 2,593,828,490 "
7,"Novacoin","NVC","$ 1,917,808","$ 4.10","467,811","Low Vol","-0.08 %","0.49 %","-0.23 %",2013-11-03," $ 2,593,828,490 "
8,"Feathercoin","FTC","$ 1,768,049","$ 0.082409","21,454,442","Low Vol","0.33 %","8.16 %","5.15 %",2013-11-03," $ 2,593,828,490 "
9,"WorldCoin","WDC","$ 833,718","$ 0.029182","28,569,657","Low Vol","-0.06 %","-1.81 %","106.54 %",2013-11-03," $ 2,593,828,490 "
10,"Mincoin","MNC","$ 766,102","$ 0.547662","1,398,858","Low Vol","-0.01 %","14.70 %","306.93 %",2013-11-03," $ 2,593,828,490 "
1,"Bitcoin","BTC","$ 3,792,053,094","$ 316.81","11,969,568","Low Vol","-0.71 %","-8.50 %","54.04 %",2013-11-10," $ 3,972,643,647 "
2,"Litecoin","LTC","$ 90,551,736","$ 3.96","22,867,242","Low Vol","-0.82 %","-7.43 %","41.18 %",2013-11-10," $ 3,972,643,647 "
3,"Ripple","XRP","$ 62,789,819","$ 0.008032","7,817,889,792
                    
                    
                        *","Low Vol","-0.80 %","-24.19 %","17.86 %",2013-11-10," $ 3,972,643,647 "
4,"Peercoin","PPC","$ 11,541,043","$ 0.557264","20,710,201","Low Vol","0.00 %","-5.75 %","44.22 %",2013-11-10," $ 3,972,643,647 "
5,"Namecoin","NMC","$ 4,514,858","$ 0.622379","7,254,193","Low Vol","-0.90 %","-9.21 %","15.75 %",2013-11-10," $ 3,972,643,647 "
6,"Novacoin","NVC","$ 2,390,458","$ 5.04","474,409","Low Vol","-0.60 %","-4.88 %","22.91 %",2013-11-10," $ 3,972,643,647 "
7,"Feathercoin","FTC","$ 2,344,027","$ 0.105350","22,249,884","Low Vol","-0.87 %","-7.08 %","27.84 %",2013-11-10," $ 3,972,643,647 "
8,"Primecoin","XPM","$ 1,997,284","$ 0.671093","2,976,167","Low Vol","-0.34 %","-8.92 %","-3.20 %",2013-11-10," $ 3,972,643,647 "
9,"WorldCoin","WDC","$ 960,073","$ 0.032316","29,708,621","Low Vol","-0.92 %","-10.79 %","10.74 %",2013-11-10," $ 3,972,643,647 "
10,"Terracoin","TRC","$ 536,413","$ 0.125810","4,263,682","Low Vol","-0.65 %","-17.45 %","29.78 %",2013-11-10," $ 3,972,643,647 "
1,"Bitcoin","BTC","$ 5,491,002,180","$ 457.51","12,001,844","Low Vol","0.58 %","6.46 %","44.41 %",2013-11-17," $ 5,703,249,683 "
2,"Litecoin","LTC","$ 99,628,428","$ 4.32","23,073,913","Low Vol","0.01 %","0.67 %","9.04 %",2013-11-17," $ 5,703,249,683 "
3,"Ripple","XRP","$ 80,041,355","$ 0.010238","7,817,889,792
                    
                    
                        *","Low Vol","0.23 %","2.74 %","27.48 %",2013-11-17," $ 5,703,249,683 "
4,"Peercoin","PPC","$ 15,102,094","$ 0.728048","20,743,259","Low Vol","0.21 %","3.84 %","30.65 %",2013-11-17," $ 5,703,249,683 "
5,"Namecoin","NMC","$ 4,731,959","$ 0.647055","7,313,076","Low Vol","-0.05 %","2.63 %","3.96 %",2013-11-17," $ 5,703,249,683 "
6,"Novacoin","NVC","$ 2,481,018","$ 5.14","482,675","Low Vol","0.08 %","1.23 %","2.01 %",2013-11-17," $ 5,703,249,683 "
7,"Primecoin","XPM","$ 2,345,463","$ 0.764274","3,068,876","Low Vol","-0.11 %","0.32 %","13.89 %",2013-11-17," $ 5,703,249,683 "
8,"Feathercoin","FTC","$ 2,126,620","$ 0.092302","23,039,856","Low Vol","-0.21 %","2.35 %","-12.39 %",2013-11-17," $ 5,703,249,683 "
9,"WorldCoin","WDC","$ 1,512,151","$ 0.048958","30,886,496","Low Vol","1.04 %","34.57 %","51.50 %",2013-11-17," $ 5,703,249,683 "
10,"Crypto Bullion","CBX","$ 1,103,957","$ 1.23","900,424","Low Vol","0.67 %","69.08 %","178.08 %",2013-11-17," $ 5,703,249,683 "
1,"Bitcoin","BTC","$ 9,151,507,273","$ 760.70","12,030,368","Low Vol","-0.37 %","-5.34 %","66.27 %",2013-11-24," $ 9,553,072,909 "
2,"Litecoin","LTC","$ 236,165,732","$ 10.14","23,289,058","Low Vol","-0.30 %","-3.17 %","134.86 %",2013-11-24," $ 9,553,072,909 "
3,"Ripple","XRP","$ 74,986,041","$ 0.009592","7,817,889,792
                    
                    
                        *","Low Vol","-0.24 %","-5.18 %","-6.32 %",2013-11-24," $ 9,553,072,909 "
4,"Peercoin","PPC","$ 35,610,117","$ 1.71","20,779,870","Low Vol","0.18 %","?","135.38 %",2013-11-24," $ 9,553,072,909 "
5,"Namecoin","NMC","$ 19,190,752","$ 2.60","7,374,973","Low Vol","-0.52 %","-2.37 %","302.15 %",2013-11-24," $ 9,553,072,909 "
6,"BitShares PTS","PTS","$ 6,978,313","$ 7.43","939,229
                    
                    
                        *","Low Vol","-1.10 %","-1.72 %","?",2013-11-24," $ 9,553,072,909 "
7,"Feathercoin","FTC","$ 5,700,135","$ 0.239137","23,836,314","Low Vol","-0.88 %","-8.80 %","159.08 %",2013-11-24," $ 9,553,072,909 "
8,"Primecoin","XPM","$ 4,680,004","$ 1.49","3,149,397","Low Vol","-0.19 %","-3.38 %","94.43 %",2013-11-24," $ 9,553,072,909 "
9,"Novacoin","NVC","$ 3,984,589","$ 8.07","493,867","Low Vol","-0.33 %","0.49 %","56.96 %",2013-11-24," $ 9,553,072,909 "
10,"WorldCoin","WDC","$ 2,738,773","$ 0.085514","32,027,127","Low Vol","-0.85 %","9.09 %","74.67 %",2013-11-24," $ 9,553,072,909 "
1,"Bitcoin","BTC","$ 13,063,515,820","$ 1,083","12,060,836","Low Vol","-0.73 %","-4.94 %","42.39 %",2013-12-01," $ 14,812,595,338 "
2,"Litecoin","LTC","$ 934,938,972","$ 39.77","23,505,833","Low Vol","-0.37 %","2.39 %","292.23 %",2013-12-01," $ 14,812,595,338 "
3,"Ripple","XRP","$ 367,702,839","$ 0.047034","7,817,889,792
                    
                    
                        *","Low Vol","2.35 %","46.12 %","390.36 %",2013-12-01," $ 14,812,595,338 "
4,"Peercoin","PPC","$ 149,686,927","$ 7.58","19,755,711","Low Vol","-0.77 %","-0.24 %","342.14 %",2013-12-01," $ 14,812,595,338 "
5,"Namecoin","NMC","$ 73,869,346","$ 9.94","7,435,150","Low Vol","-0.41 %","-6.20 %","281.81 %",2013-12-01," $ 14,812,595,338 "
6,"Megacoin","MEC","$ 44,799,026","$ 2.13","21,081,586","Low Vol","-1.28 %","4.62 %","1940.70 %",2013-12-01," $ 14,812,595,338 "
7,"Feathercoin","FTC","$ 29,697,306","$ 1.20","24,696,360","Low Vol","-1.31 %","-7.03 %","402.85 %",2013-12-01," $ 14,812,595,338 "
8,"WorldCoin","WDC","$ 23,950,574","$ 0.722258","33,160,694","Low Vol","0.00 %","51.94 %","744.61 %",2013-12-01," $ 14,812,595,338 "
9,"Primecoin","XPM","$ 22,417,311","$ 6.76","3,314,162","Low Vol","-1.09 %","-6.19 %","355.19 %",2013-12-01," $ 14,812,595,338 "
10,"Freicoin","FRC","$ 16,367,128","$ 0.484410","33,787,745","Low Vol","-0.94 %","95.05 %","1219.99 %",2013-12-01," $ 14,812,595,338 "
1,"Bitcoin","BTC","$ 8,756,880,549","$ 724.13","12,092,988","Low Vol","0.68 %","-1.55 %","-33.15 %",2013-12-08," $ 9,826,617,193 "
2,"Litecoin","LTC","$ 567,807,186","$ 23.92","23,737,299","Low Vol","0.65 %","-5.90 %","-39.86 %",2013-12-08," $ 9,826,617,193 "
3,"Ripple","XRP","$ 262,797,486","$ 0.033615","7,817,889,792
                    
                    
                        *","Low Vol","0.34 %","-9.68 %","-28.53 %",2013-12-08," $ 9,826,617,193 "
4,"Peercoin","PPC","$ 71,308,190","$ 3.41","20,891,136","Low Vol","0.47 %","-6.62 %","-54.95 %",2013-12-08," $ 9,826,617,193 "
5,"Namecoin","NMC","$ 40,205,867","$ 5.42","7,413,217","Low Vol","0.52 %","-5.20 %","-45.41 %",2013-12-08," $ 9,826,617,193 "
6,"Quark","QRK","$ 22,001,521","$ 0.089435","246,005,838","Low Vol","0.45 %","15.91 %","?",2013-12-08," $ 9,826,617,193 "
7,"WorldCoin","WDC","$ 21,594,817","$ 0.629968","34,279,255","Low Vol","1.53 %","44.41 %","-12.78 %",2013-12-08," $ 9,826,617,193 "
8,"Megacoin","MEC","$ 19,252,053","$ 0.908849","21,182,897","Low Vol","-0.52 %","-4.16 %","-57.23 %",2013-12-08," $ 9,826,617,193 "
9,"Primecoin","XPM","$ 10,002,700","$ 2.91","3,440,190","Low Vol","1.54 %","-6.28 %","-57.01 %",2013-12-08," $ 9,826,617,193 "
10,"Feathercoin","FTC","$ 8,858,756","$ 0.347859","25,466,501","Low Vol","0.61 %","-5.40 %","-71.07 %",2013-12-08," $ 9,826,617,193 "
1,"Bitcoin","BTC","$ 10,302,084,949","$ 849.68","12,124,706","Low Vol","-0.31 %","-4.13 %","17.34 %",2013-12-15," $ 11,588,330,002 "
2,"Litecoin","LTC","$ 704,330,765","$ 29.39","23,961,291","Low Vol","-0.38 %","-4.81 %","22.88 %",2013-12-15," $ 11,588,330,002 "
3,"Ripple","XRP","$ 235,228,730","$ 0.030089","7,817,889,792
                    
                    
                        *","Low Vol","-0.85 %","-13.13 %","-10.49 %",2013-12-15," $ 11,588,330,002 "
4,"Peercoin","PPC","$ 87,057,690","$ 4.16","20,918,069","Low Vol","-0.24 %","-4.86 %","21.93 %",2013-12-15," $ 11,588,330,002 "
5,"Namecoin","NMC","$ 43,025,252","$ 5.75","7,485,284","Low Vol","-0.27 %","-5.34 %","5.98 %",2013-12-15," $ 11,588,330,002 "
6,"Quark","QRK","$ 41,750,196","$ 0.169483","246,338,486","Low Vol","-1.53 %","-26.63 %","89.50 %",2013-12-15," $ 11,588,330,002 "
7,"BitShares PTS","PTS","$ 21,909,050","$ 19.11","1,146,674
                    
                    
                        *","Low Vol","-0.26 %","-14.91 %","?",2013-12-15," $ 11,588,330,002 "
8,"WorldCoin","WDC","$ 21,455,846","$ 0.606823","35,357,676","Low Vol","-0.52 %","0.84 %","-3.67 %",2013-12-15," $ 11,588,330,002 "
9,"Megacoin","MEC","$ 17,928,156","$ 0.842350","21,283,489","Low Vol","-0.84 %","-9.15 %","-7.32 %",2013-12-15," $ 11,588,330,002 "
10,"Primecoin","XPM","$ 13,403,555","$ 3.75","3,570,675","Low Vol","-0.37 %","-5.43 %","29.10 %",2013-12-15," $ 11,588,330,002 "
1,"Bitcoin","BTC","$ 7,525,576,936","$ 618.97","12,158,157","Low Vol","0.59 %","-1.60 %","-27.15 %",2013-12-22," $ 8,360,331,552 "
2,"Litecoin","LTC","$ 413,025,955","$ 17.09","24,161,168","Low Vol","0.48 %","-4.77 %","-41.84 %",2013-12-22," $ 8,360,331,552 "
3,"Ripple","XRP","$ 173,322,796","$ 0.022170","7,817,889,792
                    
                    
                        *","Low Vol","0.54 %","1.81 %","-26.32 %",2013-12-22," $ 8,360,331,552 "
